Year,Model,Condition,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2020,Accord Sport 1.5T,Used,4.8,4,Still Night Pearl,.,Front-wheel Drive,29–35,Gasoline,continuously variable,4 Cylinder Engine,1HGCV1F33LA048727,P048727,31596,4.8,4.8,4.8,4.8,4.9,4.9,MS,Dealer
2023,CR-V EX-L,Used,4.7,66,–,–,Front-wheel Drive,28–34,Gasoline,continuously variable automatic,4 Cylinder Engine,5J6RS3H77PL000522,60060,307,5.0,5.0,5.0,4.0,4.0,5.0,OR,Dealer
2019,Passport Touring,Used,4.7,103,Black,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H94KB030688,A2F055076A,51580,4.8,4.7,4.7,4.6,4.7,4.8,NY,Dealer
2023,Odyssey Elite,New,4.5,1691,Radiant Red Metallic II,–,Front-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H95PB022236,PB022236,5,5.0,5.0,4.0,4.0,4.0,5.0,TX,Dealer
2022,Pilot TrailSport,Honda Certified,4.8,1695,Gray,–,All-wheel Drive,19–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H85NB090012,4P6914,2112,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
2018,Pilot EX-L,Used,4.6,4,Black Obsidian,–,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,V6 Cylinder Engine,5FNYF6H55JB065854,W1845A,50213,4.7,4.6,4.7,4.5,4.6,4.7,IA,Dealer
2023,Pilot Touring,New,5.0,1551,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,–,3.5L V6 24V GDI DOHC,5FNYG1H78PB007604,230139,10,,,,,,,NE,Dealer
2023,CR-V EX,New,4.9,3405,Radiant Red Metallic,Gray,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H46PE007793,PE007793,10,5.0,5.0,5.0,4.0,4.0,5.0,TX,Dealer
2022,Ridgeline RTL-E,Honda Certified,5.0,1944,Radiant Red Metallic II,Black,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F76NB018067,H13030A,1785,5.0,4.9,4.9,4.3,4.7,5.0,TN,Dealer
2023,Odyssey Touring,New,5.0,2068,Radiant Red,Beige,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H82PB034349,PB034349,7,5.0,5.0,4.0,4.0,4.0,5.0,MD,Dealer
2022,Pilot Touring 8-Passenger,New,5.0,5,Platinum White Pearl,Beige,All-wheel Drive,19–26,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H68NB075910,22012,4,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
2018,Pilot EX-L,Used,4.4,26,Lunar Silver Metallic,Gray,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50JB058231,HUJB058231,43698,4.7,4.6,4.7,4.5,4.6,4.7,NY,Dealer
2018,Pilot EX-L,Used,4.8,970,Gray,Black,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56JB028361,27217NA,65069,4.7,4.6,4.7,4.5,4.6,4.7,VA,Dealer
2023,Odyssey Sport,New,4.3,3504,Crystal Black Pearl,Black,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H77PB006666,181591,200,5.0,5.0,4.0,4.0,4.0,5.0,AZ,Dealer
2022,Pilot Special Edition,Used,5.0,23,Deep Scarlet Pearl,Beige,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H20NB001257,91642A,28078,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
2023,Ridgeline RTL-E,Used,4.8,1043,Gray,–,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F75PB007161,L6174,1000,5.0,4.8,4.8,4.2,5.0,5.0,OH,Dealer
2023,CR-V Hybrid Sport Touring,New,4.8,3335,Platinum White Pearl,Black,All-wheel Drive,40–34,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,2HKRS6H93PH801655,QG23260,0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer
2017,Odyssey EX-L,Used,5.0,4154,Blue,–,Front-wheel Drive,19–27,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H6XHB021357,NF366385A,82146,4.8,4.6,4.8,4.6,4.7,4.8,ND,Dealer
2023,Passport TrailSport,New,4.9,3405,Radiant Red Metallic II,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNYF8H65PB002072,PB002072,12,,,,,,,TX,Dealer
2022,Pilot Special Edition,Used,5.0,127,Platinum White Pearl,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H24NB026243,031987A,10406,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer
2023,CR-V Hybrid Sport Touring,New,4.4,306,Radiant Red Metallic,Black,All-wheel Drive,40–34,Hybrid,eCVT,4 Cylinder Engine,2HKRS6H90PH801337,233006,10,5.0,3.0,4.0,4.0,5.0,5.0,MI,Dealer
2019,Pilot EX-L,Used,3.9,841,Crystal Black Pearl,Gray,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H55KB035352,KB035352A,81013,4.8,4.7,4.7,4.6,4.7,4.8,WI,Dealer
2016,HR-V EX,Used,5.0,1079,Crystal Black Pearl,–,Front-wheel Drive,28–35,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H50GM716214,G11322B,60009,4.4,4.4,4.2,4.5,4.6,4.7,MD,Dealer
2022,Pilot EX-L,New,4.8,140,Crystal,Black,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H50NB038707,H4129,1,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer
2018,Civic EX,Honda Certified,4.6,1480,Modern Steel Metallic,Black,Front-wheel Drive,31–40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F89JE209692,JE209692A,27065,4.7,4.7,4.8,4.8,4.9,4.8,MA,Dealer
2022,Passport Elite,New,4.7,790,Sonic Gray Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H09NB027128,224071,10,5.0,5.0,4.9,5.0,4.9,5.0,WA,Dealer
2023,CR-V EX-L,New,5.0,3634,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RS4H79PL002570,64375,1,5.0,5.0,5.0,4.0,4.0,5.0,NJ,Dealer
2020,Civic EX,Used,4.7,3113,Lunar Silver Metallic,Black,Front-wheel Drive,31–40,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,SHHFK7H69LU220814,P22501A,41540,4.8,4.8,4.9,4.8,4.9,4.9,GA,Dealer
2023,HR-V EX-L,New,4.8,1839,Platinum White Pearl,Black,Front-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ1H78PM721320,H37392,3,4.0,5.0,4.0,5.0,5.0,5.0,MO,Dealer
2019,Passport Sport,Honda Certified,4.8,563,Black Copper Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H24KB020410,H17115A,27509,4.8,4.7,4.7,4.6,4.7,4.8,WA,Dealer
2023,Pilot Touring,New,4.9,3078,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H73PB002360,PB002360,1,,,,,,,NJ,Dealer
2022,Pilot Sport,New,5.0,3857,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H34NB073593,M2129,6,5.0,5.0,5.0,5.0,5.0,5.0,NE,Dealer
2022,Pilot Sport,New,4.8,2242,Sonic Gray Pearl,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H3XNB102868,NB102868,5,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer
2022,Accord Sport 1.5T,New,4.7,2681,Still Night Pearl,–,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F35NA090786,NA090786,4,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer
2019,CR-V EX-L,Used,4.7,352,Platinum White Pearl,Ivory,All-wheel Drive,27–33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,JHLRW2H88KX005620,KX005620C,65828,4.8,4.8,4.7,4.7,4.8,4.8,OR,Dealer
2020,Pilot Touring 7-Passenger,Used,4.7,1362,Lunar Silver,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H63LB005776,A6008121,32542,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
2019,Civic Si Base,Used,4.3,231,Lunar Silver Metallic,Black,Front-wheel Drive,28–38,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC3A50KH753766,L7710,35816,4.7,4.8,4.7,4.8,4.8,4.9,MN,Dealer
2011,Accord EX-L,Used,4.6,4,Black,Black,Front-wheel Drive,20–30,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,1HGCP3F83BA030969,22941503,88050,4.4,4.5,4.4,4.6,4.5,4.8,MA,Dealer
2023,CR-V EX,New,4.8,1043,Platinum White Pearl,Gray,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RS4H40PL003533,40576-42,7,5.0,5.0,5.0,4.0,4.0,5.0,OH,Dealer
2020,Ridgeline RTL-E,Used,4.4,124,Modern Steel Metallic,Gray,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F72LB015146,Z15146PC,10334,4.8,4.7,4.6,4.5,4.7,4.7,PA,Dealer
2022,HR-V EX,New,4.9,3405,Modern Steel Metallic,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H57NM729331,NM729331,6,3.8,3.2,3.6,3.6,4.2,4.2,TX,Dealer
2020,Civic Si Base,Used,5.0,3891,Lunar Silver Metallic,Black,Front-wheel Drive,26–36,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC3A58LH750258,921189A,26048,4.8,4.8,4.8,4.8,4.9,4.9,FL,Dealer
2019,Odyssey EX-L,Used,3.9,841,Pacific Pewter Metallic,Mocha,Front-wheel Drive,19–28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H70KB108383,KB108383P,59825,4.8,4.6,4.5,4.3,4.7,4.5,WI,Dealer
2023,HR-V Sport,New,4.6,25,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic,2.0L I4 16V GDI DOHC,3CZRZ2H51PM729716,H23069,2,4.0,5.0,4.0,5.0,5.0,5.0,MD,Dealer
2022,Pilot EX-L,New,4.6,1874,Platinum White Pearl,–,AWD,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H58NB097770,NB097770,8,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2023,Ridgeline RTL-E,New,4.8,5,Radiant Red,Black,All-wheel Drive,,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F75PB014675,R0152,10,5.0,4.8,4.8,4.2,5.0,5.0,NM,Dealer
2016,Odyssey SE,Used,4.1,75,Crystal Black Pearl,–,Front-wheel Drive,19–28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNRL5H36GB097033,P097033,92910,4.8,4.6,4.7,4.6,4.7,4.8,NC,Dealer
2021,Ridgeline Sport,Used,5.0,3996,Crystal Black Pearl,Black,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F18MB001426,B2674,19806,4.9,4.7,4.7,4.5,4.9,4.6,FL,Dealer
2018,Clarity Plug-In Hybrid Touring,Used,4.1,164,Gray,–,Front-wheel Drive,,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,JHMZC5F3XJC009607,N4110425A,78977,4.8,4.7,4.6,4.6,4.4,4.7,TN,Dealer
2020,Accord Touring 2.0T,Used,4.5,300,Gray,–,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F97LA019693,25107TN,38504,4.8,4.8,4.8,4.8,4.9,4.9,OH,Dealer
2023,Pilot Sport,New,3.0,765,Platinum,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H31PB002077,6311990,0,,,,,,,OH,Dealer
2023,Odyssey Sport,New,2.2,338,Radiant Red Metallic II,Black,FWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H79PB034419,934419B,3,5.0,5.0,4.0,4.0,4.0,5.0,MI,Dealer
2019,HR-V EX-L,Used,4.6,1,–,–,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H76KM720262,1335,21172,4.6,4.6,4.4,4.6,4.8,4.7,CA,Dealer
2023,Ridgeline RTL-E,New,5.0,2291,Sonic Gray Pearl,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F79PB011486,PB011486,5,5.0,4.8,4.8,4.2,5.0,5.0,TX,Dealer
2021,Passport Sport,Used,3.3,823,Modern Steel Metallic,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H21MB007973,23-0671A,32303,4.9,4.7,4.8,4.6,4.8,4.8,OH,Dealer
2023,Civic Si Base,New,3.3,823,Sonic Gray Pearl,Red / Black,FWD,,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E5XPH472042,23-0852,2,,,,,,,OH,Dealer
2023,Civic Sport,New,5.0,5006,Blue,Black,Front-wheel Drive,,Gasoline,Manual,2.0L I4 16V GDI DOHC,19XFL2G8XPE004146,23290,2,,,,,,,IN,Dealer
2022,Ridgeline RTL-E,New,5.0,2546,Pacific Pewter Metallic,Black,All-wheel Drive,18–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F79NB037583,NB037583,23,5.0,4.9,4.9,4.3,4.7,5.0,GA,Dealer
2015,CR-V LX,Used,4.4,5,Black,–,All-wheel Drive,26–33,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RM4H39FL073046,P3367,81595,4.4,4.4,4.3,4.3,4.6,4.5,TX,Dealer
2020,Insight Touring,Honda Certified,5.0,1291,Crystal Black Pearl,Black,Front-wheel Drive,51–45,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F90LE007483,P28419,51760,4.5,4.8,4.5,4.8,4.9,5.0,CA,Dealer
2020,Accord Hybrid Touring,Used,4.9,400,Platinum White Pearl,Ivory,Front-wheel Drive,48–47,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F9XLA001260,8374A,55086,4.7,4.8,4.5,4.6,4.7,4.8,TX,Dealer
2019,Passport Sport,Honda Certified,5.0,1161,White Diamond Pearl,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H25KB013210,MH12066A,16176,4.8,4.7,4.7,4.6,4.7,4.8,MA,Dealer
2022,Pilot Special Edition,New,4.4,845,Lunar,Gray,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27NB103533,101942,2,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
2022,Accord Sport 1.5T,New,3.9,187,Platinum White Pearl,Black,Front-wheel Drive,29–35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F3XNA116413,N116413,2,5.0,5.0,5.0,5.0,5.0,5.0,KS,Dealer
2023,CR-V Hybrid Sport Touring,New,4.6,1097,Crystal Black Pearl,–,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH800437,27289,5,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer
2023,Odyssey EX-L,New,4.4,1,Radiant Red Metallic II,Beige,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H65PB019844,40T425,5,5.0,5.0,4.0,4.0,4.0,5.0,IL,Dealer
2022,Pilot Sport,New,2.8,175,Sonic Gray Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H38NB104067,220682-R,3,5.0,5.0,5.0,5.0,5.0,5.0,PA,Dealer
2022,Pilot EX-L,New,4.5,1627,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50NB094491,NB094491,7,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer
2019,Passport Touring,Used,4.0,9534,Black,Black,Front-wheel Drive,20–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H92KB000051,2001953838,55658,4.8,4.7,4.7,4.6,4.7,4.8,IL,
2023,Pilot Elite,New,4.3,240,Modern Steel Metallic,Brown,All-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H88PB000466,H000466,0,,,,,,,ME,Dealer
2019,Fit EX,Used,4.7,4,Silver,Black,Front-wheel Drive,31–36,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,3HGGK5H88KM729607,729607,28836,4.6,4.6,4.7,4.8,4.8,4.8,PA,Dealer
2021,Passport Touring,Used,3.0,107,Black,Black,All-wheel Drive,19–24,Gasoline,Automatic,V6 Cylinder Engine,5FNYF8H98MB004484,45979A,20746,4.9,4.7,4.8,4.6,4.8,4.8,NY,Dealer
2022,Pilot Special Edition,New,3.4,54,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H28NB102116,HT3895,2,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer
2022,Pilot Sport,New,5.0,1551,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB092920,220707,10,5.0,5.0,5.0,5.0,5.0,5.0,NE,Dealer
2019,Civic EX,Honda Certified,3.9,1075,Cosmic Blue Metallic,Gray,Front-wheel Drive,32–42,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,JHMFC1F37KX005259,L253231,41815,4.8,4.8,4.9,4.8,4.9,4.9,MN,Dealer
2022,Pilot Special Edition,New,4.5,1126,Platinum White Pearl,–,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H23NB104629,NB104629,5,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
2021,HR-V EX,Honda Certified,3.9,1075,Modern Steel Metallic,Black,Front-wheel Drive,28–34,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU5H58MM729210,253233B,34649,4.7,4.6,4.6,4.7,4.7,4.8,MN,Dealer
2009,Accord EX-L,Used,4.0,953,Black,Ivory,Front-wheel Drive,21–30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,1HGCP26839A136214,136214_1,90621,4.4,4.4,4.3,4.4,4.5,4.5,TX,Dealer
2013,Civic Hybrid Base w/Leather (CVT),Used,2.9,113,Alabaster Silver Metallic,Gray,Front-wheel Drive,44–44,Hybrid,Automatic CVT,1.5L I4 8V MPFI SOHC Hybrid,19XFB4F30DE203559,221395,116826,4.1,4.2,3.8,3.8,4.3,4.2,CA,Dealer
2022,Pilot EX-L,New,4.4,845,Lunar,Gray,Front-wheel Drive,20–27,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H53NB037745,101715,2,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
2023,Pilot TrailSport,New,4.7,1362,Sky,Black,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H66PB002151,A7001860,5,,,,,,,MO,Dealer
2023,Odyssey Elite,New,4.8,1279,Modern Steel Metallic,Gray,Front-wheel Drive,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H98PB032968,H30401,0,5.0,5.0,4.0,4.0,4.0,5.0,AZ,Dealer
2023,Odyssey EX-L,New,4.5,1020,Obsidian Blue Pearl,Gray,Front-wheel Drive,19–28,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNRL6H68PB030062,30190,0,5.0,5.0,4.0,4.0,4.0,5.0,IL,Dealer
2020,Odyssey Touring,Honda Certified,4.6,1504,Pacific,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H87LB012633,0B012633,18865,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
2019,Ridgeline RTL,Used,4.9,2397,Gray,Gray,All-wheel Drive,18–25,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F50KB035022,1C224201A,48550,4.9,4.8,4.8,4.6,4.7,4.9,OH,Dealer
2019,Passport Sport,Used,4.5,288,Gray,Black,All-wheel Drive,19–24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H25KB021517,SA6535,20846,4.8,4.7,4.7,4.6,4.7,4.8,NY,Dealer
2020,Odyssey EX,Honda Certified,4.9,671,Black,Mocha,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H55LB058256,64786A,49434,4.8,4.8,4.7,4.6,4.7,4.7,OH,Dealer
2023,Ridgeline Black Edition,New,5.0,2879,Crystal Black Pearl,Black / Red,All-wheel Drive,,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F84PB013056,230151,2,5.0,4.8,4.8,4.2,5.0,5.0,MA,Dealer
2023,CR-V EX,New,4.7,234,Meteorite Gray Metallic,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H41PE013162,P0196,2,5.0,5.0,5.0,4.0,4.0,5.0,MO,Dealer
2022,Pilot EX-L,New,4.6,1874,Platinum White Pearl,–,AWD,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56NB097766,NB097766,5,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
2019,Pilot EX-L,Used,5.0,372,White,Beige,All-wheel Drive,18–26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50KB083521,518292A,16254,4.8,4.7,4.7,4.6,4.7,4.8,KS,Dealer
2023,Civic Si Si,New,4.1,1498,Crystal Black Pearl,Black/Red,Front-wheel Drive,27–37,Gasoline,Manual,Intercooled Turbo Premium Unleaded I-4 1.5 L/91,2HGFE1E58PH471701,52154,5,,,,,,,NJ,Dealer
2022,CR-V EX-L,Used,4.8,29,Black,Black,All-wheel Drive,27–32,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H81NE003384,23867099,13044,4.9,4.8,4.7,4.8,4.7,4.9,IN,Dealer
2023,Pilot TrailSport,New,4.8,1732,Sky,Black,AWD,,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H64PB005131,P2175,1,,,,,,,IL,Dealer
2023,HR-V Sport,New,5.0,1143,Platinum White Pearl,Black,All-wheel Drive,,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H51PM701141,33819,43,4.0,5.0,4.0,5.0,5.0,5.0,NE,Dealer
2022,Pilot Special Edition,New,5.0,38,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H26NB103491,62998,3,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer
2019,Passport Sport,Used,4.0,9531,Red,Black,Front-wheel Drive,20–25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H2XKB007932,2002172153,44939,4.8,4.7,4.7,4.6,4.7,4.8,IL,
2017,Odyssey EX-L,Used,4.8,1359,Modern Steel Metallic,Gray,Front-wheel Drive,19–27,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNRL5H68HB008185,SNN008185,77372,4.8,4.6,4.8,4.6,4.7,4.8,IN,Dealer
2023,CR-V EX-L,New,4.5,950,Urban Gray,Black,All-wheel Drive,,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H73PH401131,S11566,4,5.0,5.0,5.0,4.0,4.0,5.0,IL,Dealer
2020,Odyssey Elite,Used,4.7,18,Modern Steel Metallic,Gray,Front-wheel Drive,19–28,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H94LB039720,KA80005A,37871,4.8,4.8,4.7,4.6,4.7,4.7,MD,Dealer
2022,Accord Sport 2.0T,Honda Certified,4.7,647,Platinum White Pearl,Black,Front-wheel Drive,22–32,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F39NA004630,HP3539,12886,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer
2023,CR-V Hybrid Sport Touring,New,4.0,333,Meteorite Gray Metallic,Gray,All-wheel Drive,,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H98PH806902,HU147,1,5.0,3.0,4.0,4.0,5.0,5.0,IN,Dealer
2013,Pilot EX-L,Used,4.5,20,Crystal Black Pearl,Gray,Four-wheel Drive,17–24,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H52DB007693,HO7527A,120622,4.6,4.5,4.4,4.6,4.4,4.7,NC,Dealer
2022,Pilot Sport,New,4.8,563,Crystal Black Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB094226,H17008,3,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer
2015,Pilot EX-L,Used,4.8,2619,Taffeta White,Gray,Front-wheel Drive,18–25,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF3H50FB014056,Q2679,74208,4.8,4.7,4.7,4.8,4.6,4.9,AZ,Dealer
2022,Pilot Sport,New,4.6,175,Platinum White Pearl,Black,All-wheel Drive,19–26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB100403,H0822093,1,5.0,5.0,5.0,5.0,5.0,5.0,OR,Dealer
2016,Accord Touring,Used,4.8,1555,White Orchid Pearl,Ivory,Front-wheel Drive,21–34,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,1HGCR3F98GA025728,GA025728,91519,4.8,4.7,4.7,4.7,4.8,4.8,CA,Dealer
