,MaritalStatus,NumberOfChildren,NumberOfYoungChildren,Minority,Debts,Income,Education,LegalKnowledge,InvolvedInLegalDispute,ExperienceWithCourtProceedings,CourtProceedingsSatisfaction,ExperienceWithMediation,MediationSatisfaction,ExperienceWithArbitration,ArbitrationSatisfaction,BF1,BF2,BF3,BF4,BF5,BF6,BF7,BF8,BF9,BF10,BF11,BF12,BF13,BF14,BF15,TK1,TK2,TK3,TK4,TK5,TK6,TK7,TK8,TK9,TK10,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Student status,Employment status,STNumber,Feelings,Speed,Privacy,PublicVindication,NeutralOpinion,MinimizeCosts,MaintainImproveRelationship,CreatePrecedent,MinMaxCompensation,CreativeSolution,ControlOfProcess,ControlOfOutcome,ShiftResponsibility,EnsuringCompliance,TransformationOfTheParties,ImproveUnderstanding,RecognitionApology,Classification,StrengthPosition,Decision
1443,Single,0,0,FALSE,No Debts,Average,Master,Some Knowledge,TRUE,TRUE,4,FALSE,0,FALSE,0,2,3,4,3,4,4,4,4,4,1,5,4,4,2,3,A,B,B,B,A,B,A,B,A,B,25,Male,White,Portugal,Portugal,Portugal,Yes,Full-Time,12,"[""frustration"",""stress"",""sadness""]",5,3,2,4,5,4,2,4,3,3,3,4,4,3,4,2,Serious Dispute,Weaker,Mediation
1444,Single,0,0,FALSE,No Debts,Average,Master,Some Knowledge,TRUE,TRUE,4,FALSE,0,FALSE,0,2,3,4,3,4,4,4,4,4,1,5,4,4,2,3,A,B,B,B,A,B,A,B,A,B,25,Male,White,Portugal,Portugal,Portugal,Yes,Full-Time,4,"[""confusion"",""frustration"",""anger""]",5,4,3,3,5,1,1,5,3,3,3,4,3,3,4,2,Common Dispute,Stronger,Negotiation
1445,Single,0,0,FALSE,No Debts,Average,Master,Some Knowledge,TRUE,TRUE,4,FALSE,0,FALSE,0,2,3,4,3,4,4,4,4,4,1,5,4,4,2,3,A,B,B,B,A,B,A,B,A,B,25,Male,White,Portugal,Portugal,Portugal,Yes,Full-Time,3,"[""confusion"",""anger"",""frustration"",""curiosity"",""stress""]",5,2,4,3,3,1,1,3,3,3,3,3,3,4,4,2,Serious Dispute,Stronger,Arbitration
1446,Married,0,0,TRUE,No Debts,Below Average,Bachelor,Degree in law,TRUE,FALSE,0,TRUE,4,FALSE,0,5,5,1,5,5,2,4,5,5,3,3,3,3,5,4,B,B,A,A,B,B,B,B,A,A,22,Female,White,Portugal,Portugal,Portugal,Yes,Part-Time,10,"[""anger"",""frustration"",""hate"",""fear"",""stress""]",4,1,4,3,4,1,5,5,2,4,4,4,4,5,4,5,Major Conflict,Weaker,Adjudication
1447,Married,0,0,TRUE,No Debts,Below Average,Bachelor,Degree in law,TRUE,FALSE,0,TRUE,4,FALSE,0,5,5,1,5,5,2,4,5,5,3,3,3,3,5,4,B,B,A,A,B,B,B,B,A,A,22,Female,White,Portugal,Portugal,Portugal,Yes,Part-Time,17,"[""anger"",""frustration"",""stress""]",5,1,4,1,3,2,4,4,2,4,4,2,4,3,3,5,Misunderstanding,Weaker,Public Complaint
1448,Married,0,0,TRUE,No Debts,Below Average,Bachelor,Degree in law,TRUE,FALSE,0,TRUE,4,FALSE,0,5,5,1,5,5,2,4,5,5,3,3,3,3,5,4,B,B,A,A,B,B,B,B,A,A,22,Female,White,Portugal,Portugal,Portugal,Yes,Part-Time,16,"[""anger"",""sadness"",""stress"",""hate""]",5,2,4,4,5,2,4,5,4,5,5,3,4,2,4,5,Serious Dispute,Weaker,Mediation
1449,Single,0,0,FALSE,No Debts,Below Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,3,3,4,3,4,3,4,4,1,4,4,4,3,4,B,B,A,B,A,B,A,A,A,B,28,Male,White,Greece,Greece,Greece,Yes,Unemployed (and job seeking),19,"[""frustration"",""stress"",""anger"",""sadness""]",5,3,4,5,5,3,4,4,4,5,4,3,4,5,5,4,Serious Dispute,Stronger,Mediation
1450,Single,0,0,FALSE,No Debts,Below Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,3,3,4,3,4,3,4,4,1,4,4,4,3,4,B,B,A,B,A,B,A,A,A,B,28,Male,White,Greece,Greece,Greece,Yes,Unemployed (and job seeking),21,"[""anger""]",4,4,3,5,5,4,3,4,4,4,4,2,3,4,4,4,Serious Dispute,Stronger,Let go
1451,Single,0,0,FALSE,No Debts,Below Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,3,3,4,3,4,3,4,4,1,4,4,4,3,4,B,B,A,B,A,B,A,A,A,B,28,Male,White,Greece,Greece,Greece,Yes,Unemployed (and job seeking),24,"[""frustration""]",4,5,1,4,5,5,1,1,5,3,3,3,3,5,5,5,Common Dispute,Stronger,Negotiation
1452,Single,0,0,FALSE,No Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,3,2,3,4,4,5,5,2,4,3,3,4,3,A,B,A,B,A,B,A,A,A,B,21,Male,White,Portugal,Portugal,Portugal,DATA_EXPIRED,Other,29,"[""frustration"",""anger"",""hate"",""stress""]",4,1,5,2,5,2,3,5,2,4,5,3,3,4,4,4,Common Dispute,Weaker,Arbitration
1453,Single,0,0,FALSE,No Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,3,2,3,4,4,5,5,2,4,3,3,4,3,A,B,A,B,A,B,A,A,A,B,21,Male,White,Portugal,Portugal,Portugal,DATA_EXPIRED,Other,11,"[""anger"",""frustration"",""confusion"",""stress""]",5,3,5,2,5,4,4,5,3,4,5,2,4,3,4,5,Serious Dispute,Weaker,Arbitration
1454,Single,0,0,FALSE,No Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,3,2,3,4,4,5,5,2,4,3,3,4,3,A,B,A,B,A,B,A,A,A,B,21,Male,White,Portugal,Portugal,Portugal,DATA_EXPIRED,Other,14,"[""anger"",""sadness"",""fear"",""confusion"",""stress"",""frustration""]",5,2,5,3,4,3,5,5,2,5,5,3,4,5,4,5,Major Conflict,Weaker,Adjudication
1455,Married,0,0,FALSE,Some Debts,Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,4,4,3,4,3,4,2,3,4,4,4,4,B,B,A,B,B,A,A,B,A,B,30,Male,White,Portugal,Portugal,Portugal,No,Full-Time,7,"[""happiness"",""confusion""]",3,1,4,3,5,5,4,3,2,3,4,3,4,3,4,4,Common Dispute,Stronger,Negotiation
1456,Married,0,0,FALSE,Some Debts,Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,4,4,3,4,3,4,2,3,4,4,4,4,B,B,A,B,B,A,A,B,A,B,30,Male,White,Portugal,Portugal,Portugal,No,Full-Time,15,"[""fear"",""frustration"",""stress""]",5,2,3,2,5,3,4,3,3,4,4,3,5,4,4,4,Common Dispute,Stronger,Public Complaint
1457,Married,0,0,FALSE,Some Debts,Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,4,4,3,4,3,4,2,3,4,4,4,4,B,B,A,B,B,A,A,B,A,B,30,Male,White,Portugal,Portugal,Portugal,No,Full-Time,12,"[""anger"",""sadness"",""fear"",""stress"",""frustration""]",4,4,2,4,5,3,2,4,4,4,4,4,4,4,4,4,Serious Dispute,Weaker,Adjudication
1458,Single,0,0,FALSE,No Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,3,4,3,2,4,3,2,2,1,3,4,3,5,4,A,A,A,B,B,B,A,A,A,B,21,Male,White,Portugal,Portugal,Portugal,Yes,Unemployed (and job seeking),14,"[""anger"",""frustration"",""stress""]",5,4,5,5,5,3,5,5,2,4,5,3,4,3,3,5,Serious Dispute,Stronger,Negotiation
1459,Single,0,0,FALSE,No Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,3,4,3,2,4,3,2,2,1,3,4,3,5,4,A,A,A,B,B,B,A,A,A,B,21,Male,White,Portugal,Portugal,Portugal,Yes,Unemployed (and job seeking),16,"[""anger"",""frustration"",""hate"",""stress""]",5,3,5,3,5,1,5,5,3,5,5,3,5,2,3,5,Major Conflict,Stronger,Negotiation
1460,Single,0,0,FALSE,No Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,3,4,3,2,4,3,2,2,1,3,4,3,5,4,A,A,A,B,B,B,A,A,A,B,21,Male,White,Portugal,Portugal,Portugal,Yes,Unemployed (and job seeking),19,"[""anger"",""sadness"",""frustration"",""confusion"",""stress""]",5,3,5,5,5,1,5,5,2,5,5,3,5,2,3,5,Major Conflict,Stronger,Public Complaint
1461,Single,0,0,FALSE,No Debts,Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,4,3,3,3,4,3,3,5,4,4,4,3,3,4,A,B,A,B,B,A,B,B,A,A,38,Female,White,Portugal,Portugal,Portugal,No,Full-Time,3,"[""sadness""]",5,3,3,2,5,2,2,4,1,4,4,3,3,2,3,2,Common Dispute,Weaker,Negotiation
1462,Single,0,0,FALSE,No Debts,Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,4,3,3,3,4,3,3,5,4,4,4,3,3,4,A,B,A,B,B,A,B,B,A,A,38,Female,White,Portugal,Portugal,Portugal,No,Full-Time,8,"[""frustration"",""stress"",""anger""]",5,1,4,3,5,2,4,5,1,5,5,3,4,3,4,5,Serious Dispute,Stronger,Public Complaint
1463,Single,0,0,FALSE,No Debts,Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,4,3,3,3,4,3,3,5,4,4,4,3,3,4,A,B,A,B,B,A,B,B,A,A,38,Female,White,Portugal,Portugal,Portugal,No,Full-Time,10,"[""anger"",""frustration"",""hate""]",4,2,4,2,5,1,2,3,1,4,4,4,3,4,4,5,Serious Dispute,Weaker,Mediation
1464,Single,0,0,FALSE,No Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,2,4,2,1,5,4,5,5,1,5,4,4,3,2,A,B,B,A,A,B,A,A,A,B,25,Female,White,Latvia,Latvia,Latvia,DATA_EXPIRED,Due to start a new job within the next month,11,"[""confusion"",""frustration"",""sadness""]",4,4,1,4,5,3,2,4,3,4,4,3,4,5,4,4,Misunderstanding,Stronger,Mediation
1465,Single,0,0,FALSE,No Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,2,4,2,1,5,4,5,5,1,5,4,4,3,2,A,B,B,A,A,B,A,A,A,B,25,Female,White,Latvia,Latvia,Latvia,DATA_EXPIRED,Due to start a new job within the next month,24,"[""sadness"",""stress"",""frustration"",""confusion""]",4,5,1,4,5,5,1,2,4,4,5,1,2,4,5,3,Common Dispute,Stronger,Mediation
1466,Single,0,0,FALSE,No Debts,Below Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,2,4,2,1,5,4,5,5,1,5,4,4,3,2,A,B,B,A,A,B,A,A,A,B,25,Female,White,Latvia,Latvia,Latvia,DATA_EXPIRED,Due to start a new job within the next month,19,"[""anger"",""hate"",""frustration"",""fear""]",5,3,5,5,4,1,5,5,3,4,4,4,5,5,4,5,Serious Dispute,Stronger,Adjudication
1467,Married,1,1,FALSE,Some Debts,Above Average,Master,Some Knowledge,TRUE,FALSE,0,FALSE,0,FALSE,0,3,2,4,1,2,5,3,4,4,4,3,3,4,3,4,A,A,A,A,B,B,A,B,A,A,45,Male,White,Zimbabwe,Portugal,Portugal,No,Full-Time,3,"[""stress"",""anger"",""confusion"",""fear""]",4,1,3,4,3,1,5,4,1,2,4,2,4,3,4,3,Serious Dispute,Stronger,Arbitration
1468,Married,1,1,FALSE,Some Debts,Above Average,Master,Some Knowledge,TRUE,FALSE,0,FALSE,0,FALSE,0,3,2,4,1,2,5,3,4,4,4,3,3,4,3,4,A,A,A,A,B,B,A,B,A,A,45,Male,White,Zimbabwe,Portugal,Portugal,No,Full-Time,6,"[""frustration"",""sadness"",""anger""]",1,1,2,3,5,4,4,5,1,1,4,2,4,4,4,3,Misunderstanding,Stronger,Mediation
1469,Married,1,1,FALSE,Some Debts,Above Average,Master,Some Knowledge,TRUE,FALSE,0,FALSE,0,FALSE,0,3,2,4,1,2,5,3,4,4,4,3,3,4,3,4,A,A,A,A,B,B,A,B,A,A,45,Male,White,Zimbabwe,Portugal,Portugal,No,Full-Time,1,"[""anger"",""frustration""]",2,1,5,4,2,1,5,3,2,3,4,3,4,4,3,5,Common Dispute,Stronger,Arbitration
1470,Married,2,1,FALSE,Some Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,A,A,A,B,A,A,A,A,A,A,45,Female,White,Portugal,Portugal,Portugal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",21,"[""indifference"",""confusion"",""sadness""]",5,3,4,3,5,5,4,4,4,4,4,3,4,4,5,4,Common Dispute,Weaker,Negotiation
1471,Married,2,1,FALSE,Some Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,A,A,A,B,A,A,A,A,A,A,45,Female,White,Portugal,Portugal,Portugal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",19,"[""sadness"",""fear"",""anger"",""stress""]",5,4,4,4,5,3,4,4,4,4,4,3,4,4,5,4,Serious Dispute,Weaker,Arbitration
1472,Married,2,1,FALSE,Some Debts,Below Average,High School,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,A,A,A,B,A,A,A,A,A,A,45,Female,White,Portugal,Portugal,Portugal,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",17,"[""sadness"",""frustration"",""fear""]",5,4,4,3,5,5,4,5,4,4,4,3,4,4,4,4,Serious Dispute,Weaker,Adjudication
1473,Single,0,0,FALSE,No Debts,Average,Master,No Knowledge,TRUE,TRUE,4,FALSE,0,FALSE,0,5,4,2,4,4,3,4,5,5,1,4,5,4,2,4,A,B,B,B,A,B,B,A,A,B,30,Female,White,Portugal,Portugal,Portugal,No,Full-Time,24,"[""stress"",""anger"",""frustration""]",5,5,3,3,5,4,3,3,3,4,2,4,2,2,5,4,Serious Dispute,Stronger,Negotiation
1474,Single,0,0,FALSE,No Debts,Average,Master,No Knowledge,TRUE,TRUE,4,FALSE,0,FALSE,0,5,4,2,4,4,3,4,5,5,1,4,5,4,2,4,A,B,B,B,A,B,B,A,A,B,30,Female,White,Portugal,Portugal,Portugal,No,Full-Time,5,"[""sadness"",""confusion"",""frustration""]",5,5,3,3,5,4,3,2,3,2,2,1,3,3,5,3,Serious Dispute,Stronger,Negotiation
1475,Single,0,0,FALSE,No Debts,Average,Master,No Knowledge,TRUE,TRUE,4,FALSE,0,FALSE,0,5,4,2,4,4,3,4,5,5,1,4,5,4,2,4,A,B,B,B,A,B,B,A,A,B,30,Female,White,Portugal,Portugal,Portugal,No,Full-Time,19,"[""stress"",""frustration""]",5,5,3,3,5,2,4,5,3,4,4,2,3,4,5,5,Major Conflict,Stronger,Mediation
1476,Single,0,0,FALSE,No Debts,Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,1,2,2,1,1,4,3,4,4,5,4,4,3,4,4,A,A,A,B,B,B,A,B,A,B,26,Male,White,Canada,Portugal,Portugal,No,Full-Time,26,"[""stress""]",4,1,4,5,5,3,1,1,4,1,1,5,4,4,3,1,Minor Disagreement,Stronger,Public Complaint
1477,Single,0,0,FALSE,No Debts,Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,1,2,2,1,1,4,3,4,4,5,4,4,3,4,4,A,A,A,B,B,B,A,B,A,B,26,Male,White,Canada,Portugal,Portugal,No,Full-Time,5,"[""hate""]",2,3,3,1,5,5,3,5,1,5,5,2,3,4,2,5,Common Dispute,Stronger,Let go
1478,Single,0,0,FALSE,No Debts,Average,Bachelor,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,1,2,2,1,1,4,3,4,4,5,4,4,3,4,4,A,A,A,B,B,B,A,B,A,B,26,Male,White,Canada,Portugal,Portugal,No,Full-Time,6,"[""confusion"",""frustration""]",2,1,5,3,5,1,4,5,4,2,4,5,4,3,2,1,Serious Dispute,Weaker,Mediation
1479,Single,0,1,FALSE,No Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,1,1,5,4,4,4,3,5,5,3,5,2,A,B,B,B,A,B,B,A,A,B,21,Female,White,Portugal,Portugal,Portugal,Yes,Other,2,"[""sadness"",""frustration"",""fear""]",3,5,4,4,5,3,5,2,3,2,4,4,4,2,3,4,Serious Dispute,Weaker,Arbitration
1480,Single,0,1,FALSE,No Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,1,1,5,4,4,4,3,5,5,3,5,2,A,B,B,B,A,B,B,A,A,B,21,Female,White,Portugal,Portugal,Portugal,Yes,Other,22,"[""anger"",""confusion""]",4,2,4,4,4,3,4,4,4,3,4,3,4,4,3,2,Common Dispute,Weaker,Adjudication
1481,Single,0,1,FALSE,No Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,1,1,5,4,4,4,3,5,5,3,5,2,A,B,B,B,A,B,B,A,A,B,21,Female,White,Portugal,Portugal,Portugal,Yes,Other,9,"[""anger"",""frustration"",""sadness""]",4,2,4,4,5,3,4,1,2,4,4,2,4,4,3,3,Serious Dispute,Stronger,Mediation
1482,Single,0,0,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,3,3,4,3,4,4,4,4,3,4,4,3,5,B,B,A,B,A,B,A,B,A,A,23,Female,White,Hungary,Hungary,Hungary,DATA_EXPIRED,DATA_EXPIRED,23,"[""anger"",""frustration"",""stress""]",4,3,2,3,4,4,2,3,3,2,4,3,3,3,4,4,Common Dispute,Weaker,Mediation
1483,Single,0,0,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,3,3,4,3,4,4,4,4,3,4,4,3,5,B,B,A,B,A,B,A,B,A,A,23,Female,White,Hungary,Hungary,Hungary,DATA_EXPIRED,DATA_EXPIRED,29,"[""anger"",""frustration"",""stress""]",4,2,4,2,4,2,4,4,2,2,2,3,3,3,2,4,Serious Dispute,Weaker,Public Complaint
1484,Single,0,0,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,4,3,3,3,4,3,4,4,4,4,3,4,4,3,5,B,B,A,B,A,B,A,B,A,A,23,Female,White,Hungary,Hungary,Hungary,DATA_EXPIRED,DATA_EXPIRED,15,"[""sadness"",""frustration"",""stress""]",4,2,2,2,5,3,2,3,2,2,2,3,3,3,4,4,Common Dispute,Weaker,Let go
1485,Single,0,0,FALSE,Some Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,4,3,2,2,4,4,4,5,3,3,4,3,4,3,A,B,B,A,A,B,B,B,A,B,35,Male,White,Sweden,Sweden,Sweden,No,Unemployed (and job seeking),12,"[""stress"",""frustration"",""anger"",""fear""]",4,1,5,4,4,1,4,3,2,2,2,3,5,4,4,3,Common Dispute,Weaker,Adjudication
1486,Single,0,0,FALSE,Some Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,4,3,2,2,4,4,4,5,3,3,4,3,4,3,A,B,B,A,A,B,B,B,A,B,35,Male,White,Sweden,Sweden,Sweden,No,Unemployed (and job seeking),19,"[""anger"",""hate"",""stress"",""fear""]",4,4,4,2,2,1,5,5,4,3,3,3,2,4,4,5,Serious Dispute,Stronger,Negotiation
1487,Single,0,0,FALSE,Some Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,4,3,2,2,4,4,4,5,3,3,4,3,4,3,A,B,B,A,A,B,B,B,A,B,35,Male,White,Sweden,Sweden,Sweden,No,Unemployed (and job seeking),6,"[""frustration"",""stress""]",4,1,4,4,5,4,3,1,3,3,3,4,3,3,4,4,Misunderstanding,Stronger,Mediation
1488,Married,2,1,FALSE,Some Debts,Average,Doctorate,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,3,4,3,3,3,2,2,2,3,2,3,3,4,3,A,B,A,B,A,B,A,B,A,B,53,Male,White,Spain,Spain,Spain,No,Full-Time,1,"[""anger"",""frustration"",""hate"",""stress""]",5,4,5,5,5,4,5,3,3,1,1,4,5,3,3,5,Major Conflict,Weaker,Mediation
1489,Married,2,1,FALSE,Some Debts,Average,Doctorate,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,3,4,3,3,3,2,2,2,3,2,3,3,4,3,A,B,A,B,A,B,A,B,A,B,53,Male,White,Spain,Spain,Spain,No,Full-Time,29,"[""anger"",""frustration"",""confusion"",""stress"",""sadness""]",5,1,3,5,5,1,1,5,1,1,3,5,5,3,3,4,Common Dispute,Weaker,Mediation
1490,Married,2,1,FALSE,Some Debts,Average,Doctorate,No Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,3,3,4,3,3,3,2,2,2,3,2,3,3,4,3,A,B,A,B,A,B,A,B,A,B,53,Male,White,Spain,Spain,Spain,No,Full-Time,6,"[""frustration"",""anger"",""sadness"",""hate""]",3,3,5,3,5,1,4,5,3,1,3,5,3,3,3,5,Common Dispute,Weaker,Adjudication
1491,Single,0,0,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,1,1,5,2,2,3,4,3,2,1,5,1,A,A,B,B,B,A,B,A,B,A,23,Male,White,Italy,Italy,Italy,No,Unemployed (and job seeking),28,"[""stress"",""hate""]",4,1,4,3,5,2,1,5,1,3,4,4,4,2,2,1,Serious Dispute,Stronger,Adjudication
1492,Single,0,0,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,1,1,5,2,2,3,4,3,2,1,5,1,A,A,B,B,B,A,B,A,B,A,23,Male,White,Italy,Italy,Italy,No,Unemployed (and job seeking),25,"[""frustration"",""confusion"",""stress""]",3,2,3,4,4,2,2,4,2,3,3,4,2,3,4,3,Common Dispute,Weaker,Arbitration
1493,Single,0,0,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,2,4,1,1,5,2,2,3,4,3,2,1,5,1,A,A,B,B,B,A,B,A,B,A,23,Male,White,Italy,Italy,Italy,No,Unemployed (and job seeking),3,"[""stress""]",5,5,1,4,2,1,3,4,1,1,2,4,2,1,3,5,Serious Dispute,Stronger,Mediation
1494,Single,0,0,TRUE,Some Debts,Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,3,3,4,5,5,5,1,3,4,5,1,5,A,A,A,B,A,A,A,A,A,A,24,Female,White,Portugal,Portugal,Portugal,Yes,Unemployed (and job seeking),29,"[""anger"",""hate"",""frustration""]",2,3,4,3,4,4,5,5,5,4,5,3,3,4,5,2,Common Dispute,Weaker,Negotiation
1495,Single,0,0,TRUE,Some Debts,Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,3,3,4,5,5,5,1,3,4,5,1,5,A,A,A,B,A,A,A,A,A,A,24,Female,White,Portugal,Portugal,Portugal,Yes,Unemployed (and job seeking),24,"[""sadness"",""frustration""]",3,4,4,3,5,2,3,4,2,3,4,5,5,5,5,5,Common Dispute,Weaker,Adjudication
1496,Single,0,0,TRUE,Some Debts,Average,Master,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,1,3,3,4,5,5,5,1,3,4,5,1,5,A,A,A,B,A,A,A,A,A,A,24,Female,White,Portugal,Portugal,Portugal,Yes,Unemployed (and job seeking),21,"[""sadness"",""anger""]",3,4,5,5,5,4,5,5,3,4,5,5,5,3,4,5,Serious Dispute,Weaker,Negotiation
1497,Single,0,0,FALSE,No Debts,Below Average,High School,Degree in law,FALSE,FALSE,0,FALSE,0,FALSE,0,3,4,3,4,3,2,3,4,5,2,4,5,3,3,4,B,B,B,A,A,A,A,B,B,A,22,Male,White,Italy,Italy,Italy,Yes,Other,12,"[""anger"",""sadness"",""frustration"",""fear"",""confusion"",""hate""]",4,4,4,3,5,5,3,3,4,5,5,2,2,3,4,2,Serious Dispute,Weaker,Negotiation
1498,Single,0,0,FALSE,No Debts,Below Average,High School,Degree in law,FALSE,FALSE,0,FALSE,0,FALSE,0,3,4,3,4,3,2,3,4,5,2,4,5,3,3,4,B,B,B,A,A,A,A,B,B,A,22,Male,White,Italy,Italy,Italy,Yes,Other,2,"[""anger"",""sadness"",""fear"",""frustration"",""stress"",""hate"",""confusion""]",4,4,5,3,4,5,5,5,5,5,5,4,4,3,4,4,Misunderstanding,Weaker,Public Complaint
1499,Single,0,0,FALSE,No Debts,Below Average,High School,Degree in law,FALSE,FALSE,0,FALSE,0,FALSE,0,3,4,3,4,3,2,3,4,5,2,4,5,3,3,4,B,B,B,A,A,A,A,B,B,A,22,Male,White,Italy,Italy,Italy,Yes,Other,3,"[""anger"",""frustration"",""fear"",""confusion"",""hate""]",5,5,5,3,5,3,5,5,5,5,5,4,3,3,5,5,Major Conflict,Stronger,Adjudication
1500,Single,0,0,FALSE,Some Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,3,3,3,4,4,4,4,4,3,3,3,3,3,B,A,A,A,B,B,A,B,A,A,24,Male,White,Greece,Greece,Greece,No,Unemployed (and job seeking),13,"[""confusion"",""stress"",""hate"",""anger"",""sadness"",""frustration"",""fear""]",3,3,3,3,2,4,3,3,4,4,4,3,3,3,4,2,Serious Dispute,Weaker,Negotiation
1501,Single,0,0,FALSE,Some Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,3,3,3,4,4,4,4,4,3,3,3,3,3,B,A,A,A,B,B,A,B,A,A,24,Male,White,Greece,Greece,Greece,No,Unemployed (and job seeking),4,"[""sadness"",""confusion"",""curiosity"",""indifference"",""stress"",""hate"",""frustration""]",4,4,3,3,5,5,3,4,4,4,4,3,3,3,3,3,Common Dispute,Stronger,Let go
1502,Single,0,0,FALSE,Some Debts,Below Average,High School,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,5,5,3,3,3,4,4,4,4,4,3,3,3,3,3,B,A,A,A,B,B,A,B,A,A,24,Male,White,Greece,Greece,Greece,No,Unemployed (and job seeking),14,"[""anger"",""curiosity"",""confusion"",""frustration"",""sadness""]",5,4,5,3,4,3,3,3,4,4,4,4,4,3,5,2,Serious Dispute,Stronger,Public Complaint
1503,Married,1,0,FALSE,No Debts,Average,Bachelor,Some Knowledge,FALSE,FALSE,0,FALSE,0,FALSE,0,2,4,2,4,3,4,4,5,4,2,5,4,4,5,4,A,B,B,B,A,B,B,A,A,A,66,Female,White,Hungary,Hungary,Hungary,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",16,"[""anger"",""frustration"",""stress"",""fear"",""confusion""]",5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,Major Conflict,Weaker,Mediation
