,Year,Model,Condition,Price,Consumer_Rating,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
4239,2023,4,1,31893,4.4,55,1,1,70,1,8,35,31,5.0,5.0,5.0,4.3,4.7,5.0,3,0
4240,2023,54,1,52400,4.4,8,11,1,66,2,7,2,6,5.0,5.0,5.0,4.2,5.0,5.0,30,0
4241,2023,3,1,18645,4.5,55,20,0,77,1,8,52,127,5.0,5.0,4.8,5.0,5.0,5.0,35,0
4242,2021,5,1,15213,4.7,0,4,2,72,1,8,6,60697,4.6,4.7,4.4,4.8,4.9,4.9,8,0
4243,2023,3,2,34184,5.0,139,10,2,63,1,12,29,2820,4.3,4.8,4.5,4.7,4.5,4.8,23,0
4244,2023,2,1,30069,4.7,133,26,2,97,1,13,31,238,4.6,4.3,3.8,3.9,4.7,4.9,11,0
4245,2019,84,2,25531,4.8,32,15,2,53,2,11,44,41764,4.7,4.5,4.7,4.7,5.0,4.9,15,0
4246,2023,67,2,35785,5.0,10,5,1,36,1,7,59,6185,5.0,4.9,4.0,3.9,4.6,5.0,41,0
4247,2022,7,2,32046,4.9,94,4,2,47,1,14,22,1369,4.9,5.0,4.7,5.0,5.0,4.9,34,0
4248,2023,73,1,19520,4.6,103,3,1,100,1,15,1,11839,4.8,4.4,4.6,3.7,4.7,4.9,14,0
4249,2023,106,1,49700,5.0,23,5,1,24,1,14,56,1,5.0,4.1,3.7,3.9,4.7,4.9,42,0
4250,2022,103,2,30487,5.0,62,0,1,51,1,7,31,10431,4.5,3.9,4.2,3.6,4.7,4.7,46,0
4251,2023,71,1,41106,4.7,136,11,2,42,1,4,37,0,5.0,5.0,5.0,5.0,4.6,5.0,13,0
4252,2023,134,1,38269,4.9,42,6,1,26,1,9,58,41310,5.0,4.2,4.4,4.7,5.0,4.9,42,0
4253,2022,26,1,33353,5.0,93,26,1,66,1,9,53,2287,5.0,5.0,5.0,4.4,4.5,5.0,33,0
4254,2023,78,1,21570,4.9,3,18,2,42,2,10,43,3666,4.4,3.7,4.1,4.3,5.0,4.9,44,0
4255,2023,138,1,37840,4.0,47,14,2,9,1,8,61,972,5.0,5.0,4.9,4.9,5.0,5.0,19,0
4256,2023,14,2,32467,4.7,45,16,2,41,1,12,14,1918,5.0,4.8,5.0,4.8,4.8,5.0,8,0
4257,2022,82,2,37551,4.5,15,8,1,34,1,4,59,3583,4.9,4.0,4.7,4.2,4.8,5.0,21,0
4258,2023,138,1,40138,4.4,77,5,1,16,1,11,59,32892,4.9,4.9,5.0,4.6,5.0,4.9,26,0
4259,2022,134,1,38032,5.0,93,1,2,20,1,2,61,91,4.9,4.7,4.9,4.8,5.0,4.9,46,0
4260,2023,56,1,41638,4.9,120,1,2,30,1,11,49,0,5.0,5.0,5.0,5.0,5.0,5.0,34,0
4261,2021,12,2,27430,4.8,11,5,1,47,1,7,61,172850,5.0,4.7,4.1,4.6,4.9,4.8,5,0
4262,2019,3,1,20984,5.0,134,3,2,48,1,5,52,2906,5.0,4.9,4.3,4.9,4.9,4.9,33,0
4263,2022,95,2,35022,5.0,8,15,2,21,1,14,60,1,4.8,4.9,4.5,4.8,5.0,4.9,37,0
4264,2022,130,2,23945,4.0,8,3,1,29,1,14,5,12805,5.0,4.7,4.5,4.6,5.0,4.9,26,0
4265,2022,136,1,41989,4.9,75,3,1,28,1,5,52,27032,5.0,5.0,5.0,4.9,4.9,5.0,11,0
4266,2023,128,1,38221,4.0,97,25,2,31,1,2,59,3505,5.0,4.5,3.7,3.5,4.1,4.8,13,0
4267,2022,16,2,36327,3.5,14,5,2,48,2,14,32,1080,4.8,5.0,4.8,4.4,4.5,4.9,4,0
4268,2023,50,2,40821,4.8,68,9,1,24,1,11,51,19442,4.9,4.8,4.4,4.7,4.9,4.9,36,0
4269,2019,16,0,6624,4.9,13,5,2,44,1,9,41,17864,4.2,4.8,4.6,4.1,4.3,4.7,39,0
4270,2023,134,1,30711,5.0,63,2,1,14,1,9,55,3,5.0,5.0,4.6,4.6,5.0,5.0,4,0
4271,2023,132,1,29728,5.0,112,2,1,49,1,14,55,405,4.6,4.8,4.2,4.4,5.0,4.9,34,0
4272,2020,15,2,30897,4.4,123,21,2,16,1,9,57,7844,4.6,5.0,5.0,4.8,3.9,4.7,8,0
4273,2018,138,0,37354,3.5,22,8,1,12,1,5,60,4818,4.7,4.2,4.0,4.8,4.8,4.6,5,0
4274,2022,94,1,37447,4.8,130,10,1,15,1,8,59,70,5.0,4.7,4.8,4.8,5.0,5.0,30,0
4275,2021,90,0,18428,4.9,91,2,2,57,1,10,24,259029,4.9,4.8,4.9,4.1,4.2,4.6,32,0
4276,2022,121,1,43978,4.5,64,11,1,60,1,11,60,48,5.0,4.9,5.0,4.9,5.0,5.0,4,0
4277,2017,27,2,9203,4.8,5,13,2,35,1,4,41,209628,4.7,4.6,4.8,4.7,5.0,4.7,33,0
4278,2017,46,0,31140,5.0,63,9,2,40,2,4,59,143981,4.8,5.0,4.9,4.9,4.9,4.9,37,0
4279,2020,134,2,41835,4.3,130,4,1,40,1,3,54,151351,4.7,5.0,4.5,4.9,5.0,5.0,16,0
4280,2022,1,2,18828,4.4,81,4,2,60,1,6,44,119096,4.7,4.4,4.2,4.3,4.8,4.9,30,0
4281,2023,126,1,48333,3.9,128,12,1,10,1,3,45,1671,5.0,5.0,5.0,4.9,5.0,5.0,19,0
4282,2023,47,1,44820,5.0,80,5,2,40,1,10,10,0,5.0,5.0,4.9,4.8,5.0,5.0,16,0
4283,2023,30,1,29918,4.6,100,10,2,40,1,8,6,16941,5.0,5.0,4.7,4.7,4.9,5.0,14,0
4284,2023,2,1,19729,4.7,92,14,2,42,1,14,18,41956,4.8,4.8,4.1,4.7,4.5,4.8,13,0
4285,2022,137,1,36016,4.3,27,9,2,9,1,3,54,236,4.8,4.9,4.3,4.3,4.4,4.9,19,0
4286,2023,103,2,43093,4.7,102,17,1,49,1,6,53,1754,4.9,4.1,4.2,3.8,4.8,4.9,26,0
4287,2021,130,1,35349,4.6,85,5,1,56,1,15,59,42710,4.9,4.8,4.9,4.9,5.0,5.0,19,0
4288,2023,138,1,47024,5.0,98,1,1,26,1,14,17,21,5.0,4.9,4.9,5.0,5.0,5.0,30,0
4289,2023,38,1,31964,4.1,97,18,1,32,1,2,53,2835,4.9,4.9,4.4,4.2,4.0,5.0,23,0
4290,2022,110,1,29514,4.3,112,6,1,16,1,0,58,48314,5.0,4.8,4.9,4.3,4.8,4.9,11,0
4291,2022,15,1,27151,3.4,27,8,1,26,1,0,56,7363,4.9,4.8,4.3,3.9,4.2,4.7,26,0
4292,2020,138,2,27041,4.7,5,11,2,10,1,3,58,87138,4.6,4.8,3.8,4.2,4.7,4.9,13,0
4293,2020,15,2,20178,4.8,129,12,1,44,1,4,43,51770,4.4,4.7,4.5,4.9,4.9,4.9,10,0
4294,2022,0,2,34854,5.0,140,7,2,62,1,9,23,3935,5.0,5.0,4.9,4.8,5.0,5.0,37,0
4295,2023,138,1,50941,5.0,23,7,1,14,1,5,61,23,5.0,4.6,4.6,4.4,5.0,5.0,26,0
4296,2023,128,2,27070,4.8,39,9,1,24,1,7,60,4513,4.9,5.0,4.9,4.5,4.7,4.9,14,0
4297,2021,132,2,17671,4.5,41,10,1,45,1,15,41,4680,4.8,3.0,4.2,3.6,4.6,4.7,40,0
4298,2022,15,1,24609,5.0,88,6,1,60,1,14,9,13824,5.0,4.9,4.9,4.2,4.8,4.9,17,0
4299,2023,104,2,40476,4.5,85,7,1,85,1,11,18,66531,4.9,3.7,4.4,3.7,4.4,4.9,47,0
4300,2022,134,2,37143,4.7,141,28,2,39,1,6,40,2953,4.9,5.0,4.5,4.6,4.0,5.0,18,0
4301,2021,1,1,18924,4.8,119,13,1,66,1,15,5,45253,4.6,5.0,4.9,4.7,4.2,4.7,33,0
4302,2022,120,1,34928,5.0,42,2,1,45,2,15,61,7979,4.6,4.1,4.2,4.5,5.0,4.9,33,0
4303,2021,109,2,24418,4.2,30,15,1,30,1,1,47,93680,4.5,4.4,4.1,3.9,4.4,4.7,22,0
4304,2023,76,2,29362,5.0,44,6,1,34,1,2,23,19630,4.6,4.7,3.8,4.0,4.4,4.8,22,0
4305,2023,1,1,12831,4.9,61,11,1,87,1,11,8,3,5.0,5.0,5.0,5.0,5.0,5.0,9,0
4306,2022,138,1,44457,4.8,84,2,1,17,1,13,59,16,4.9,4.9,4.6,4.8,5.0,5.0,47,0
4307,2021,126,1,39337,4.6,24,4,1,12,1,8,37,2155,5.0,5.0,4.9,5.0,4.9,4.9,30,0
4308,2023,68,1,36055,4.8,129,11,2,10,1,5,54,18021,5.0,4.9,4.6,4.7,4.7,4.9,42,0
4309,2020,17,0,29226,4.3,106,20,2,35,1,1,48,104999,4.3,4.8,4.5,4.4,4.2,4.7,36,0
4310,2023,0,1,32334,4.9,124,13,1,115,1,12,8,0,5.0,4.9,4.5,4.6,4.9,4.9,4,0
4311,2022,136,1,45313,3.9,26,16,1,23,1,2,51,9,4.9,4.7,4.3,4.7,4.9,4.9,42,0
4312,2023,52,1,28795,4.8,100,8,1,51,1,7,33,5133,4.9,4.9,4.4,4.4,4.7,5.0,33,0
4313,2023,128,1,45247,5.0,114,24,1,10,1,3,61,0,5.0,5.0,4.6,3.9,4.7,5.0,21,0
4314,2023,92,1,43501,5.0,32,3,1,16,1,12,61,19,4.8,5.0,4.9,5.0,5.0,5.0,3,0
4315,2020,44,2,24274,3.9,68,11,1,39,1,12,29,117940,4.9,4.3,4.9,3.9,4.3,4.6,34,0
4316,2023,28,1,30228,4.9,80,14,2,84,1,15,38,12,5.0,4.9,5.0,4.7,5.0,5.0,37,0
4317,2023,138,1,45881,5.0,53,19,1,10,1,3,56,265,5.0,4.9,4.6,4.2,4.8,5.0,11,0
4318,2022,135,2,35061,4.6,106,5,1,30,1,14,59,30325,5.0,4.8,4.9,4.7,5.0,5.0,13,0
4319,2023,137,2,46869,4.9,134,17,1,11,1,8,61,14823,4.9,4.7,4.7,4.0,4.9,4.9,42,0
4320,2021,94,2,33459,4.5,81,14,2,54,1,6,39,14863,4.9,5.0,4.3,4.9,5.0,4.9,17,0
4321,2023,122,1,40730,4.1,14,16,1,19,1,9,43,73804,5.0,5.0,4.7,4.9,5.0,5.0,47,0
4322,2021,121,2,18645,4.1,65,7,2,14,1,2,47,118155,4.5,4.4,3.8,4.5,3.9,4.6,27,0
4323,2021,122,2,35596,4.6,124,22,1,27,1,10,59,48874,4.9,4.7,4.1,3.9,4.8,4.8,44,0
4324,2023,17,1,34176,5.0,54,8,1,60,1,14,31,1552,4.9,4.5,4.4,3.7,4.7,4.9,37,0
4325,2022,116,1,26144,3.7,142,21,2,25,1,12,10,315,5.0,4.9,4.8,4.6,4.9,4.9,14,0
4326,2022,54,2,14185,4.7,63,8,1,36,1,15,13,7412,4.7,4.8,4.9,4.4,4.4,4.9,22,0
4327,2022,42,1,36970,4.4,95,1,1,53,1,4,36,58,5.0,4.8,4.8,4.4,4.9,4.9,14,0
4328,2023,92,1,44724,5.0,106,8,1,23,1,8,23,1,5.0,5.0,5.0,4.9,5.0,5.0,26,0
4329,2023,0,1,41863,4.4,143,18,2,70,2,10,28,3,5.0,5.0,4.9,4.4,4.6,5.0,15,0
4330,2020,13,2,19795,4.9,43,21,2,61,1,6,51,29577,4.6,4.3,5.0,4.0,4.4,4.7,18,0
4331,2022,90,2,26162,4.5,65,15,1,38,1,4,59,114976,4.9,5.0,4.7,4.1,4.2,5.0,22,0
4332,2021,126,2,37536,5.0,15,6,1,32,1,9,61,58515,4.8,4.9,4.6,4.6,4.8,4.9,24,0
4333,2023,114,0,46044,4.1,10,26,1,25,1,4,48,908,4.9,4.5,4.7,3.6,4.2,4.9,25,0
4334,2023,115,1,47736,4.5,134,1,1,45,1,5,52,1006,5.0,4.2,4.7,4.7,5.0,5.0,37,0
4335,2023,136,1,55208,4.8,94,9,1,16,1,2,61,7,5.0,5.0,5.0,4.4,4.8,5.0,37,0
4336,2022,3,1,34300,4.3,86,10,2,30,1,5,31,18,5.0,5.0,4.8,4.6,4.7,5.0,41,0
4337,2019,130,2,30306,4.8,76,3,1,64,2,5,15,76792,4.6,4.8,4.4,4.9,4.9,4.8,12,0
4338,2023,55,1,41484,4.8,122,2,2,71,1,14,24,0,4.8,5.0,4.6,4.4,4.3,4.9,16,0
4339,2023,4,2,33152,4.9,121,7,1,53,2,15,54,26279,5.0,4.4,4.5,3.6,4.5,4.9,14,0
4340,2023,38,2,33428,4.9,143,13,2,108,2,14,15,1,5.0,4.3,4.9,3.7,4.8,4.9,23,0
4341,2022,31,2,33287,4.9,90,10,1,69,2,11,58,146919,4.8,4.9,4.1,4.9,5.0,4.9,37,0
4342,2023,1,1,18990,3.8,9,32,2,65,1,14,10,8643,4.8,4.9,4.8,3.9,3.9,5.0,16,0
4343,2022,138,1,33480,5.0,51,11,1,6,1,6,54,3614,5.0,5.0,4.9,4.7,4.7,5.0,8,0
4344,2022,136,1,31176,5.0,135,8,2,13,1,13,61,5966,4.9,4.8,4.6,4.4,4.5,4.9,34,0
4345,2023,48,1,43667,4.7,133,23,1,62,2,6,28,20,4.9,5.0,5.0,4.2,4.9,5.0,23,0
4346,2023,135,1,44542,5.0,85,5,2,47,1,15,61,57,5.0,5.0,4.8,4.9,5.0,5.0,42,0
4347,2021,7,2,28788,4.9,132,10,2,89,1,13,9,50,5.0,4.9,4.8,4.6,4.8,4.8,34,0
4348,2022,16,2,20801,5.0,117,3,2,52,1,2,22,17247,4.6,4.8,4.4,3.9,4.5,4.9,13,0
4349,2022,0,2,26233,4.9,21,10,2,64,1,13,48,2785,4.9,4.4,4.9,3.9,4.3,4.8,21,0
4350,2023,18,1,30431,4.9,63,4,2,51,1,13,2,1405,4.8,4.6,4.7,3.9,4.4,4.9,30,0
4351,2023,130,1,57736,4.1,26,3,1,17,1,5,61,0,5.0,5.0,5.0,4.9,5.0,5.0,23,0
4352,2019,33,2,24522,4.9,54,6,2,77,1,15,52,9102,4.6,4.9,4.6,5.0,4.8,4.8,8,0
4353,2023,33,2,18605,4.5,30,30,2,40,1,8,48,15869,4.8,3.0,3.7,3.8,4.6,4.7,44,0
4354,2023,37,2,39046,4.5,50,16,2,16,1,1,47,17,5.0,4.7,4.4,3.9,4.4,5.0,4,0
4355,2021,4,1,22445,4.9,51,6,2,102,1,14,28,177,4.9,5.0,5.0,5.0,5.0,4.9,44,0
4356,2023,89,2,30178,4.8,60,7,2,22,1,12,61,18924,4.6,4.6,4.2,4.0,4.8,4.9,35,0
4357,2023,114,1,46234,4.9,138,16,1,17,1,6,61,698,5.0,5.0,4.9,4.9,5.0,5.0,15,0
4358,2022,34,2,26777,3.9,4,40,2,66,1,13,60,12972,4.8,4.1,4.9,4.1,4.9,4.8,13,0
4359,2023,3,1,34846,4.4,143,1,1,75,1,14,1,83,5.0,4.9,4.9,4.8,5.0,5.0,26,0
4360,2022,132,1,41832,4.6,102,7,1,24,1,10,43,19008,5.0,4.9,5.0,4.9,5.0,4.9,8,0
4361,2023,132,2,42459,4.9,65,7,2,9,1,4,51,55334,4.9,4.5,4.3,4.4,4.8,4.9,19,0
4362,2020,121,2,24917,4.7,6,12,2,33,1,11,60,11886,4.8,4.7,4.1,5.0,5.0,4.9,44,0
4363,2023,104,2,29636,4.8,45,2,1,45,1,14,16,1180,4.8,4.9,4.3,4.5,4.5,4.9,8,0
4364,2021,138,2,38115,4.9,7,4,2,19,1,1,60,250708,4.8,4.9,4.5,4.9,4.4,4.8,18,0
4365,2020,45,0,22827,4.6,55,16,2,20,1,0,52,167747,4.7,4.5,4.4,4.5,4.5,4.7,47,0
4366,2023,12,1,50836,5.0,72,11,1,59,1,13,15,28,5.0,5.0,4.9,4.4,4.9,5.0,15,0
4367,2022,82,1,36250,4.9,44,14,1,10,1,9,59,2724,5.0,5.0,5.0,4.8,4.9,5.0,46,0
4368,2023,113,2,33228,4.5,68,11,1,28,1,1,30,1772,4.5,3.8,4.0,3.7,4.5,4.8,13,0
4369,2019,76,2,38049,4.7,125,1,2,35,1,12,49,36979,5.0,5.0,5.0,4.9,5.0,5.0,18,0
4370,2023,64,2,32601,2.6,92,2,2,31,1,12,59,13345,4.6,4.8,4.3,3.8,4.3,4.8,13,0
4371,2018,32,2,17772,4.9,92,14,2,24,1,2,46,17662,5.0,5.0,4.9,4.6,4.7,4.9,19,0
4372,2023,121,1,37464,4.9,7,11,1,37,1,14,59,1105,4.9,3.9,4.1,3.8,4.1,4.8,4,0
4373,2017,69,1,24435,4.9,107,5,2,27,1,4,60,8548,4.8,4.8,4.7,5.0,5.0,5.0,37,0
4374,2021,129,2,32672,5.0,132,24,2,16,1,3,61,21747,4.8,5.0,4.9,5.0,4.5,4.9,8,0
4375,2021,1,1,19998,4.7,40,3,2,75,2,15,2,101,4.8,5.0,4.2,4.6,4.4,5.0,8,0
4376,2023,47,2,41161,4.9,20,0,2,45,1,12,11,0,4.9,5.0,4.7,4.8,4.6,5.0,14,0
4377,2023,72,1,34455,4.9,3,24,1,37,1,9,43,618,4.9,5.0,4.7,4.9,4.5,5.0,9,0
4378,2023,96,0,26121,4.9,0,12,2,28,2,13,52,165047,4.4,3.9,3.8,3.7,4.3,4.5,44,0
4379,2021,78,1,31557,5.0,120,12,2,42,2,14,61,4207,5.0,5.0,5.0,5.0,5.0,5.0,7,0
4380,2020,69,2,27650,5.0,24,20,2,37,1,1,57,50223,4.8,4.9,4.4,4.6,4.2,4.8,14,0
4381,2020,68,1,27813,4.6,138,8,2,21,1,7,35,43365,5.0,4.7,5.0,4.7,5.0,5.0,14,0
4382,2022,12,2,37086,4.8,67,13,1,28,1,8,56,61890,4.7,4.9,4.7,4.4,4.6,4.8,18,0
4383,2023,127,1,27976,4.9,140,5,1,20,1,10,15,1601,4.9,4.7,4.5,4.4,4.5,4.7,2,0
4384,2023,133,2,55854,5.0,89,3,1,10,1,10,61,2,5.0,4.7,3.9,4.4,4.9,4.9,1,0
4385,2023,39,2,33045,4.7,84,24,1,18,1,4,7,135201,4.9,4.9,4.8,4.1,4.1,4.9,4,0
4386,2021,116,2,33630,4.7,133,9,1,37,1,14,61,42621,4.5,4.5,4.6,4.3,4.6,4.8,2,0
4387,2023,95,2,36258,5.0,80,7,2,51,1,8,51,53278,5.0,4.9,4.8,4.5,4.8,5.0,29,0
4388,2021,65,1,27462,4.2,135,7,2,79,1,11,28,40,4.8,4.2,4.6,4.6,5.0,4.8,13,0
4389,2022,53,1,30449,4.9,53,7,2,43,1,13,22,59,4.5,5.0,4.6,4.5,4.1,4.9,41,0
4390,2020,137,2,40671,4.4,62,1,1,22,1,14,61,2223,5.0,5.0,5.0,5.0,5.0,4.9,32,0
4391,2021,1,2,19397,4.9,78,6,2,51,1,15,6,173781,5.0,4.8,4.5,4.6,4.7,4.9,4,0
4392,2023,58,1,41987,4.8,123,1,2,115,1,14,7,0,4.8,5.0,4.9,5.0,5.0,5.0,46,0
4393,2023,41,1,39418,4.3,84,4,1,94,1,9,43,513,5.0,4.6,4.4,4.4,5.0,5.0,4,0
4394,2022,38,1,35598,4.7,86,1,1,99,1,12,18,691,5.0,4.6,4.5,4.2,4.8,4.8,47,0
4395,2019,104,1,32204,4.9,75,5,1,35,1,9,60,44089,4.8,4.8,4.5,4.9,4.8,5.0,13,0
4396,2020,123,2,34215,4.9,97,20,2,19,1,4,57,103137,4.9,4.4,4.0,4.2,4.4,4.8,40,0
4397,2021,39,1,32849,4.3,70,11,2,70,1,11,26,1106,4.9,4.9,4.8,4.9,5.0,4.9,16,0
4398,2023,129,1,35955,4.5,82,1,1,5,1,6,29,19371,5.0,4.3,4.6,3.6,4.0,4.7,12,0
4399,2021,138,2,44604,4.9,38,5,1,16,1,10,43,17829,5.0,5.0,5.0,5.0,5.0,5.0,44,0
4400,2022,138,1,49705,4.8,97,3,1,13,1,3,51,461,5.0,5.0,5.0,4.8,4.9,5.0,26,0
4401,2023,99,2,37688,5.0,126,6,2,95,1,11,40,0,5.0,5.0,4.8,4.7,5.0,5.0,30,0
4402,2020,98,2,34830,5.0,79,13,1,21,2,9,61,93713,5.0,4.7,4.9,4.4,4.9,5.0,4,0
4403,2023,0,1,41388,5.0,123,2,1,115,1,14,57,687,5.0,4.9,4.4,4.7,5.0,5.0,9,0
4404,2022,105,1,44405,4.2,41,21,1,48,1,14,49,163,5.0,5.0,4.8,4.6,5.0,5.0,4,0
4405,2023,47,1,35698,5.0,104,11,1,31,1,9,51,3836,5.0,4.9,4.7,4.3,4.9,5.0,33,0
4406,2022,111,2,29042,4.8,130,14,2,17,1,13,60,76390,4.8,4.5,3.8,4.2,4.8,4.9,6,0
4407,2023,90,1,46046,5.0,1,18,1,37,2,14,33,1,4.8,5.0,4.7,4.6,4.4,4.9,33,0
4408,2022,81,2,35049,4.7,137,6,2,44,1,7,11,31472,4.8,4.5,3.7,4.2,4.3,4.8,22,0
4409,2023,22,1,24411,5.0,141,7,2,69,1,15,54,0,5.0,5.0,4.6,4.9,5.0,5.0,23,0
4410,2022,7,1,42220,4.9,52,1,1,64,1,9,13,212,5.0,5.0,5.0,4.9,5.0,5.0,47,0
4411,2022,3,2,18817,4.9,107,5,1,52,2,5,61,2065,4.3,4.0,3.8,3.9,4.4,4.5,48,0
4412,2021,102,1,24039,4.6,73,21,1,24,1,7,22,35483,4.8,4.7,4.7,4.5,4.7,4.9,42,0
4413,2023,105,1,51979,4.8,128,7,1,56,1,10,12,113,5.0,5.0,4.6,4.6,4.7,5.0,12,0
4414,2021,80,2,37023,4.5,136,5,1,66,2,15,58,6195,4.9,4.7,4.4,4.5,5.0,4.9,34,0
4415,2022,103,2,28521,5.0,54,15,2,38,1,7,17,4367,5.0,4.9,4.9,4.3,4.9,4.9,14,0
4416,2022,76,2,31391,5.0,33,12,2,30,1,7,60,5808,5.0,5.0,4.9,4.8,4.5,5.0,4,0
4417,2022,68,1,19658,4.2,121,26,2,70,1,15,59,9273,4.5,3.0,4.1,3.5,4.5,4.6,13,0
4418,2022,135,1,43538,4.3,116,7,1,39,1,15,61,43755,5.0,4.9,4.9,4.9,5.0,5.0,47,0
4419,2023,28,1,52033,5.0,143,9,1,74,1,8,5,14,5.0,5.0,5.0,4.9,5.0,5.0,41,0
4420,2023,40,2,34127,5.0,62,9,2,73,1,10,57,41808,4.6,3.4,4.1,3.9,4.3,4.8,26,0
4421,2020,123,1,35154,3.8,24,20,1,15,1,1,28,173400,5.0,4.7,4.9,4.9,5.0,5.0,34,0
4422,2022,120,1,43098,5.0,65,16,2,29,1,1,59,213,5.0,5.0,5.0,4.9,5.0,5.0,41,0
4423,2023,129,1,47605,4.9,85,8,2,38,2,14,41,0,5.0,4.9,4.9,3.8,4.6,5.0,44,0
4424,2022,70,2,29152,4.6,99,9,2,74,1,10,58,7975,4.6,5.0,4.7,5.0,4.9,5.0,9,0
4425,2022,123,1,47816,4.9,76,23,2,23,1,2,61,8173,4.9,5.0,4.8,5.0,5.0,5.0,13,0
4426,2023,127,1,48082,5.0,110,39,1,9,1,7,61,2,5.0,5.0,5.0,4.5,5.0,5.0,44,0
4427,2023,137,1,26451,4.1,34,13,2,10,1,4,60,28377,5.0,4.2,4.3,4.3,4.8,4.8,30,0
4428,2023,127,1,47086,5.0,5,5,1,21,1,14,61,4,5.0,5.0,5.0,4.8,5.0,5.0,11,0
4429,2023,16,1,37594,4.4,16,35,2,46,1,9,31,8739,5.0,4.7,4.5,4.6,5.0,4.9,5,0
4430,2023,22,1,35132,3.5,133,7,1,34,1,3,56,1122,5.0,5.0,5.0,4.8,5.0,5.0,44,0
4431,2022,30,1,27372,4.9,62,9,2,64,1,9,22,57824,4.6,4.9,4.4,4.4,4.6,4.8,4,0
4432,2023,97,1,48044,5.0,52,14,1,49,2,8,61,2,5.0,5.0,4.9,4.5,4.9,5.0,22,0
4433,2023,9,2,29663,4.8,10,17,2,51,1,15,57,15,4.8,4.6,4.1,3.6,4.2,4.8,34,0
4434,2022,1,2,28231,4.8,45,23,2,94,2,14,30,46987,4.6,4.8,4.8,4.0,4.2,4.8,22,0
4435,2023,102,1,47904,4.9,137,6,1,15,1,13,21,9999,5.0,4.9,4.9,4.6,4.9,5.0,46,0
4436,2022,138,1,30560,4.6,104,9,1,21,1,5,61,96953,4.8,5.0,4.8,4.8,5.0,4.9,8,0
4437,2023,22,1,33684,4.6,108,9,1,37,1,12,56,59219,5.0,5.0,5.0,4.8,4.9,5.0,47,0
4438,2022,138,1,53011,4.6,141,4,1,6,1,1,61,398,5.0,5.0,5.0,5.0,5.0,5.0,23,0
4439,2023,137,1,52299,5.0,49,8,1,15,1,8,52,0,5.0,5.0,4.9,4.9,5.0,5.0,21,0
4440,2022,44,1,39068,4.7,125,7,1,20,1,15,26,1624,5.0,4.8,5.0,5.0,5.0,5.0,11,0
4441,2023,47,1,42448,5.0,46,4,1,27,1,14,12,4,5.0,4.9,4.9,4.7,5.0,4.9,13,0
4442,2021,125,1,39281,4.4,38,10,1,38,1,5,42,301,5.0,4.7,4.6,4.9,5.0,4.9,8,0
4443,2023,97,1,41752,4.6,80,7,1,13,1,3,40,164,5.0,5.0,5.0,4.4,4.6,5.0,8,0
4444,2022,21,2,29205,5.0,45,3,1,35,1,10,59,2,4.7,5.0,4.8,4.8,4.3,5.0,9,0
4445,2023,137,1,38118,5.0,94,1,1,16,1,8,2,15678,5.0,4.8,4.8,4.8,5.0,5.0,6,0
4446,2022,108,2,35915,4.9,2,28,1,71,1,6,22,5020,4.3,4.8,4.8,4.7,4.7,4.6,47,0
4447,2022,94,2,23755,4.9,0,10,1,30,1,6,61,73507,4.6,4.5,4.0,4.3,4.3,4.7,9,0
4448,2019,31,2,26571,5.0,54,2,2,30,1,3,61,23053,4.9,5.0,4.8,4.9,4.7,4.9,22,0
4449,2015,135,0,23394,4.5,42,10,1,12,1,9,28,132477,4.8,5.0,4.9,5.0,4.4,4.8,36,0
4450,2022,70,2,35663,4.3,103,14,2,31,2,14,52,34495,4.7,4.9,4.8,4.8,4.9,4.9,9,0
4451,2023,70,2,29425,4.7,90,4,2,21,1,11,58,14573,5.0,4.5,4.5,4.1,4.9,4.8,19,0
4452,2021,19,2,3909,5.0,110,11,2,59,2,15,45,256290,4.6,4.1,3.8,4.3,4.0,4.7,30,0
4453,2023,72,1,39959,4.8,126,8,2,23,1,6,47,152,5.0,5.0,5.0,5.0,4.8,5.0,8,0
4454,2023,0,1,39006,5.0,21,0,2,64,1,13,19,4481,5.0,4.7,4.8,4.1,4.8,5.0,34,0
4455,2022,25,2,29446,4.9,29,3,2,101,1,12,4,139,4.7,4.7,4.3,4.5,4.9,4.8,33,0
4456,2023,70,1,33681,4.9,28,4,1,38,1,11,7,14736,5.0,4.8,4.9,4.4,5.0,5.0,26,0
4457,2018,59,2,15527,5.0,1,4,2,78,1,9,61,162627,4.4,4.2,4.4,5.0,5.0,4.9,27,0
4458,2021,95,1,25860,4.9,66,3,2,22,1,13,40,460,4.9,5.0,4.9,4.7,4.6,4.9,4,0
4459,2022,138,2,47743,4.8,84,10,1,1,1,0,61,3597,5.0,5.0,5.0,4.9,4.8,5.0,4,0
4460,2022,1,2,29582,5.0,65,3,1,51,1,6,36,843,4.9,4.8,4.6,4.8,4.9,5.0,44,0
4461,2022,103,1,34462,4.7,31,14,1,34,1,14,58,3,4.9,4.8,4.5,4.5,5.0,5.0,4,0
4462,2022,108,1,36455,4.9,90,18,2,22,1,1,30,37,5.0,5.0,4.7,4.3,3.9,5.0,42,0
